,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Index
2021-04-14,221.0,223.1,220.07,221.98,216.308849807373,4972551,0.0000,1.0,Data_Processing
2021-04-15,223.89,227.6257,223.855,226.28,220.498993307561,8698106,0.0000,1.0,Data_Processing
2021-04-16,227.17,227.8,225.76,226.41,220.625672064543,6829350,0.0000,1.0,Data_Processing
2021-04-19,225.75,227.58,225.08,225.79,220.021511838935,6541636,0.0000,1.0,Data_Processing
2021-04-20,224.78,225.38,221.82,223.28,217.575637377197,5799134,0.0000,1.0,Data_Processing
2021-04-21,223.31,227.87,222.865,227.45,221.639102120403,9490560,0.0000,1.0,Data_Processing
2021-04-22,227.3,230.9348,226.89,227.57,221.756036357617,7302953,0.0000,1.0,Data_Processing
2021-04-23,228.61,231.82,227.71,230.0,224.123954661212,5345445,0.0000,1.0,Data_Processing
2021-04-26,230.77,232.95,229.52,230.34,224.45526833332,5650039,0.0000,1.0,Data_Processing
2021-04-27,231.03,231.16,228.985,229.91,224.036253983301,6642114,0.0000,1.0,Data_Processing
2021-04-28,230.95,236.27,230.6748,233.45,227.48581398113,10111448,0.0000,1.0,Data_Processing
2021-04-29,235.23,237.5,233.15,236.86,230.808695221977,7411371,0.0000,1.0,Data_Processing
2021-04-30,235.32,235.93,232.29,233.56,227.593003698577,10260248,0.0000,1.0,Data_Processing
2021-05-03,234.05,235.74,231.385,232.61,226.667274320628,8174440,0.0000,1.0,Data_Processing
2021-05-04,231.6,232.3926,230.23,232.03,226.102092174091,5884506,0.0000,1.0,Data_Processing
2021-05-05,233.85,233.85,228.66,229.21,223.354137599549,6523200,0.0000,1.0,Data_Processing
2021-05-06,229.63,231.58,228.66,231.32,225.410231270572,6124286,0.0000,1.0,Data_Processing
2021-05-07,232.34,233.22,230.705,232.12,226.189792852002,4529048,0.0000,1.0,Data_Processing
2021-05-10,231.6,232.0,225.16,225.97,220.196913194757,9627426,0.0000,1.0,Data_Processing
2021-05-11,223.74,226.42,222.0353,225.48,219.719431726131,7633289,0.0000,1.0,Data_Processing
2021-05-12,223.63,225.0,220.31,220.63,214.993339638709,7721250,0.0000,1.0,Data_Processing
2021-05-13,221.51,224.9,220.89,223.74,218.335709919092,6650401,0.3200,1.0,Data_Processing
2021-05-14,225.82,227.51,224.92,226.94,221.458416058991,4777231,0.0000,1.0,Data_Processing
2021-05-17,226.18,227.16,225.315,226.44,220.970493224632,5534164,0.0000,1.0,Data_Processing
2021-05-18,228.39,229.1799,225.43,225.57,220.121507492847,6900034,0.0000,1.0,Data_Processing
2021-05-19,222.76,224.85,221.7941,224.59,219.165178737503,9311863,0.0000,1.0,Data_Processing
2021-05-20,225.44,227.6,225.24,226.44,220.970493224632,7478621,0.0000,1.0,Data_Processing
2021-05-21,226.88,229.31,226.5518,226.77,221.292522295309,5603876,0.0000,1.0,Data_Processing
2021-05-24,227.95,230.11,227.63,229.32,223.780928750541,4040078,0.0000,1.0,Data_Processing
2021-05-25,229.9,230.19,228.42,229.02,223.488175049926,4689089,0.0000,1.0,Data_Processing
2021-05-26,228.05,229.35,226.38,227.07,221.585275995925,4295635,0.0000,1.0,Data_Processing
2021-05-27,227.76,228.42,226.37,226.86,221.380348405494,5969553,0.0000,1.0,Data_Processing
2021-05-28,227.59,229.43,227.148,227.3,221.80972049973,5782053,0.0000,1.0,Data_Processing
2021-06-01,229.44,230.08,226.28,226.63,221.155903901688,5091507,0.0000,1.0,Data_Processing
2021-06-02,229.22,233.11,228.78,229.66,224.112716277906,9081362,0.0000,1.0,Data_Processing
2021-06-03,229.0,230.39,227.77,228.11,222.600155491392,6382407,0.0000,1.0,Data_Processing
2021-06-04,229.35,230.7,228.73,230.14,224.581122198891,5085741,0.0000,1.0,Data_Processing
2021-06-07,232.85,234.68,230.08,231.32,225.732620087978,5421294,0.0000,1.0,Data_Processing
2021-06-08,232.15,232.85,230.16,232.05,226.444987426143,4170603,0.0000,1.0,Data_Processing
2021-06-09,232.5,234.85,232.12,232.31,226.69870730001,4658980,0.0000,1.0,Data_Processing
2021-06-10,233.1,234.26,232.1306,233.95,228.299094196708,4452453,0.0000,1.0,Data_Processing
2021-06-11,234.39,235.44,233.7079,234.96,229.284698322114,5378341,0.0000,1.0,Data_Processing
2021-06-14,234.7,235.22,231.5709,234.08,228.425954133642,5805768,0.0000,1.0,Data_Processing
2021-06-15,234.44,234.8,232.62,232.98,227.352523898051,7093998,0.0000,1.0,Data_Processing
2021-06-16,233.62,234.18,228.0,229.6,224.054165537783,8887027,0.0000,1.0,Data_Processing
2021-06-17,229.21,233.34,229.21,232.15,226.542571993015,6876723,0.0000,1.0,Data_Processing
2021-06-18,230.45,232.18,229.2209,230.41,224.844600529445,8839965,0.0000,1.0,Data_Processing
2021-06-21,231.45,235.01,230.4,234.32,228.660157094134,7298414,0.0000,1.0,Data_Processing
2021-06-22,234.3,236.09,233.24,235.93,230.231268620771,8858423,0.0000,1.0,Data_Processing
2021-06-23,235.45,235.92,233.94,234.68,229.011461534873,6814700,0.0000,1.0,Data_Processing
2021-06-24,237.0,238.25,235.41,236.24,230.533780778074,4611523,0.0000,1.0,Data_Processing
2021-06-25,236.4,238.48,236.32,237.32,231.58769410029,7825157,0.0000,1.0,Data_Processing
2021-06-28,238.0,238.37,231.86,234.09,228.435712590329,9301681,0.0000,1.0,Data_Processing
2021-06-29,234.57,236.52,234.15,235.95,230.250785534145,11897827,0.0000,1.0,Data_Processing
2021-06-30,235.11,236.4,233.82,233.82,228.172234259775,7797146,0.0000,1.0,Data_Processing
2021-07-01,234.2,236.25,234.0499,235.15,229.470108999171,5329571,0.0000,1.0,Data_Processing
2021-07-02,235.83,238.78,235.82,238.63,232.866051926311,4384578,0.0000,1.0,Data_Processing
2021-07-06,239.5,240.61,237.21,239.6,233.812622224968,8048717,0.0000,1.0,Data_Processing
2021-07-07,240.26,241.04,238.3,240.0,234.202960492456,4366112,0.0000,1.0,Data_Processing
2021-07-08,236.97,237.065,234.55,236.61,230.8948436755,6388031,0.0000,1.0,Data_Processing
2021-07-09,238.76,239.45,237.421,238.47,232.709916619316,5616130,0.0000,1.0,Data_Processing
2021-07-12,237.58,238.505,237.27,237.87,232.124409218085,7010658,0.0000,1.0,Data_Processing
2021-07-13,238.25,242.48,238.25,242.35,236.496197813944,8079187,0.0000,1.0,Data_Processing
2021-07-14,243.22,246.81,242.82,245.99,240.04827604808,8693381,0.0000,1.0,Data_Processing
2021-07-15,245.31,248.8,245.31,248.55,242.546440959999,10135108,0.0000,1.0,Data_Processing
2021-07-16,249.99,250.46,247.52,248.12,242.12682732245,8674464,0.0000,1.0,Data_Processing
2021-07-19,243.99,244.45,238.9,240.41,234.60305721663,11474571,0.0000,1.0,Data_Processing
2021-07-20,240.64,244.21,239.51,242.7,236.837743797996,7072288,0.0000,1.0,Data_Processing
2021-07-21,243.29,246.9,242.3,243.66,237.774555639966,11241420,0.0000,1.0,Data_Processing
2021-07-22,243.78,245.3489,243.15,244.14,238.242961560951,10293570,0.0000,1.0,Data_Processing
2021-07-23,246.76,250.01,246.76,249.02,243.005088424297,6766007,0.0000,1.0,Data_Processing
2021-07-26,249.21,250.36,247.7,250.25,244.205378596821,4878988,0.0000,1.0,Data_Processing
2021-07-27,249.19,252.67,248.22,250.93,244.86895365155,7038317,0.0000,1.0,Data_Processing
2021-07-28,250.05,251.5,245.91,246.94,240.975329433363,9036543,0.0000,1.0,Data_Processing
2021-07-29,248.11,250.38,247.095,247.92,241.931658188707,7477018,0.0000,1.0,Data_Processing
2021-07-30,247.21,248.46,246.0,246.39,240.438614315567,5804738,0.0000,1.0,Data_Processing
2021-08-02,246.24,247.83,238.37,239.78,233.988274445338,9989546,0.0000,1.0,Data_Processing
2021-08-03,240.63,241.39,234.03,237.09,231.363249596485,9838976,0.0000,1.0,Data_Processing
2021-08-04,237.0,237.55,235.05,236.67,230.953394415623,8171754,0.0000,1.0,Data_Processing
2021-08-05,236.61,240.25,236.43,240.21,234.407888082887,5337491,0.0000,1.0,Data_Processing
2021-08-06,240.0,242.6,239.86,241.4,235.569144428662,4509702,0.0000,1.0,Data_Processing
2021-08-09,241.75,242.18,238.05,240.0,234.202960492456,5226949,0.0000,1.0,Data_Processing
2021-08-10,240.51,241.34,235.56,238.07,232.319578351829,7186021,0.0000,1.0,Data_Processing
2021-08-11,238.08,238.36,234.58,235.06,229.382282888986,7375688,0.0000,1.0,Data_Processing
2021-08-12,233.89,234.11,231.02,231.79,226.503538166266,9868851,0.3200,1.0,Data_Processing
2021-08-13,232.0,233.27,231.4,232.65,227.343924044962,5439456,0.0000,1.0,Data_Processing
2021-08-16,232.21,235.48,230.2,235.36,229.992116755738,7576703,0.0000,1.0,Data_Processing
2021-08-17,235.0,235.665,233.22,234.53,229.181046663507,6850522,0.0000,1.0,Data_Processing
2021-08-18,233.92,234.35,231.47,231.63,226.347187305113,4996523,0.0000,1.0,Data_Processing
2021-08-19,229.04,232.43,228.9,231.57,226.288555732181,5761294,0.0000,1.0,Data_Processing
2021-08-20,231.87,232.16,230.3,231.36,226.083345226918,5522544,0.0000,1.0,Data_Processing
2021-08-23,232.7,234.65,232.0,234.14,228.799941439448,6342020,0.0000,1.0,Data_Processing
2021-08-24,235.04,236.19,233.95,234.24,228.897660727668,5081770,0.0000,1.0,Data_Processing
2021-08-25,235.0,235.0,232.0805,232.59,227.28529247203,5277076,0.0000,1.0,Data_Processing
2021-08-26,232.13,232.63,230.15,230.52,225.262503205866,5889143,0.0000,1.0,Data_Processing
2021-08-27,231.02,233.0525,230.23,232.69,227.383011760251,6368977,0.0000,1.0,Data_Processing
2021-08-30,232.69,233.67,229.92,231.23,225.956310152231,6448011,0.0000,1.0,Data_Processing
2021-08-31,230.91,231.84,228.66,229.1,223.874889313135,9405086,0.0000,1.0,Data_Processing
2021-09-01,229.1,230.78,228.77,230.12,224.871626052984,8177611,0.0000,1.0,Data_Processing
2021-09-02,230.43,230.55,221.96,224.18,219.067100332687,19717015,0.0000,1.0,Data_Processing
2021-09-03,224.0,227.3,223.3501,225.11,219.975889713138,11534322,0.0000,1.0,Data_Processing
2021-09-07,226.74,228.0,225.86,226.27,221.109433456495,9667640,0.0000,1.0,Data_Processing
2021-09-08,227.38,230.2225,227.04,229.09,223.865117384313,10652636,0.0000,1.0,Data_Processing
2021-09-09,229.31,230.0,227.1,227.49,222.301608772785,5853038,0.0000,1.0,Data_Processing
2021-09-10,229.85,230.04,224.82,224.91,219.780451136697,6715397,0.0000,1.0,Data_Processing
2021-09-13,225.53,227.2,223.411,224.63,219.506837129679,6808082,0.0000,1.0,Data_Processing
2021-09-14,225.0,225.81,222.279,223.03,217.943328518152,6575715,0.0000,1.0,Data_Processing
2021-09-15,222.52,224.835,221.36,223.81,218.705538966271,6535789,0.0000,1.0,Data_Processing
2021-09-16,223.86,225.2,222.75,224.33,219.213679265018,5928460,0.0000,1.0,Data_Processing
2021-09-17,222.45,223.7,219.3,221.75,216.692521628929,13833000,0.0000,1.0,Data_Processing
2021-09-20,216.96,220.5,216.31,220.05,215.031293729181,8822592,0.0000,1.0,Data_Processing
2021-09-21,220.75,222.17,218.98,220.17,215.148556875046,7033629,0.0000,1.0,Data_Processing
2021-09-22,221.4,224.1,221.1,222.75,217.669714511134,6005862,0.0000,1.0,Data_Processing
2021-09-23,225.0,228.7,224.36,228.31,223.102906936193,7952748,0.0000,1.0,Data_Processing
2021-09-24,228.93,231.95,228.62,231.59,226.308099589825,6461244,0.0000,1.0,Data_Processing
2021-09-27,231.72,233.33,228.77,229.6,224.363485754238,6881067,0.0000,1.0,Data_Processing
2021-09-28,228.87,228.87,224.0,225.56,220.41562651013,6951365,0.0000,1.0,Data_Processing
2021-09-29,226.8,229.02,226.09,226.68,221.510082538199,6432682,0.0000,1.0,Data_Processing
2021-09-30,227.58,228.7855,222.63,222.75,217.669714511134,7134206,0.0000,1.0,Data_Processing
2021-10-01,224.17,231.56,223.47,230.46,225.203871632934,7925368,0.0000,1.0,Data_Processing
2021-10-04,230.0,230.33,220.81,224.73,219.6045564179,10283388,0.0000,1.0,Data_Processing
2021-10-05,225.48,227.38,223.92,224.28,219.164819620908,5813999,0.0000,1.0,Data_Processing
2021-10-06,222.04,226.62,221.25,226.51,221.343959748224,5420941,0.0000,1.0,Data_Processing
2021-10-07,228.91,231.16,228.49,230.55,225.291818992332,6561920,0.0000,1.0,Data_Processing
2021-10-08,231.0,232.7335,230.18,230.27,225.018204985315,3735169,0.0000,1.0,Data_Processing
2021-10-11,230.01,230.315,224.87,225.11,219.975889713138,5620197,0.0000,1.0,Data_Processing
2021-10-12,225.56,226.22,222.92,224.05,218.940065258,5448215,0.0000,1.0,Data_Processing
2021-10-13,223.13,225.86,218.63,222.46,217.386328575295,9077425,0.0000,1.0,Data_Processing
2021-10-14,224.12,225.65,223.06,225.18,220.044293214892,5591944,0.0000,1.0,Data_Processing
2021-10-15,227.22,231.09,226.73,230.99,225.721783860502,6355056,0.0000,1.0,Data_Processing
2021-10-18,230.18,232.76,228.143,230.65,225.389538280553,5580210,0.0000,1.0,Data_Processing
2021-10-19,231.95,233.64,230.68,233.52,228.194081852481,4409660,0.0000,1.0,Data_Processing
2021-10-20,233.455,233.8,231.31,231.42,226.14197679985,5401813,0.0000,1.0,Data_Processing
2021-10-21,230.7,230.83,226.3,230.24,224.988889198849,5982197,0.0000,1.0,Data_Processing
2021-10-22,230.29,232.82,228.71,231.23,225.956310152231,3788001,0.0000,1.0,Data_Processing
2021-10-25,233.45,234.86,232.29,233.88,228.545871290074,4938664,0.0000,1.0,Data_Processing
2021-10-26,235.53,236.96,231.33,231.82,226.532853952732,7814503,0.0000,1.0,Data_Processing
2021-10-27,224.75,224.75,215.66,215.78,210.858680122166,22958064,0.0000,1.0,Data_Processing
2021-10-28,219.25,219.99,209.01,209.84,205.054154401869,23199407,0.0000,1.0,Data_Processing
2021-10-29,209.21,213.665,208.54,211.77,206.940136664525,14329821,0.0000,1.0,Data_Processing
2021-11-01,213.49,215.25,211.45,212.46,207.614399753246,13180001,0.0000,1.0,Data_Processing
2021-11-02,213.16,213.35,207.82,209.14,204.370119384326,14617892,0.0000,1.0,Data_Processing
2021-11-03,209.69,210.15,206.73,208.1,203.353838786833,11486714,0.0000,1.0,Data_Processing
2021-11-04,209.16,212.3593,207.87,208.78,204.018329946732,11368187,0.0000,1.0,Data_Processing
2021-11-05,211.95,217.625,211.36,216.67,211.728381787329,14273638,0.0000,1.0,Data_Processing
2021-11-08,218.37,221.61,218.15,220.49,215.461258597351,13500101,0.0000,1.0,Data_Processing
2021-11-09,219.69,220.41,212.915,213.39,208.523189133697,11487033,0.0000,1.0,Data_Processing
2021-11-10,213.55,216.95,213.33,215.56,211.010145018908,10063587,0.3750,1.0,Data_Processing
2021-11-11,216.47,216.78,210.16,210.42,205.978635715711,13546919,0.0000,1.0,Data_Processing
2021-11-12,211.5,213.58,211.434,212.09,207.61338679282,7624688,0.0000,1.0,Data_Processing
2021-11-15,213.62,216.4,211.81,212.3,207.818954293534,9596933,0.0000,1.0,Data_Processing
2021-11-16,212.16,215.65,211.66,215.18,210.638165731901,8719577,0.0000,1.0,Data_Processing
2021-11-17,205.95,207.31,199.46,205.06,200.731769983194,38379567,0.0000,1.0,Data_Processing
2021-11-18,206.5,207.87,201.27,203.33,199.038285334452,18292164,0.0000,1.0,Data_Processing
2021-11-19,202.04,203.5,199.85,200.86,196.620419968908,18038726,0.0000,1.0,Data_Processing
2021-11-22,200.0,201.7,194.6,195.58,191.451865665235,21191921,0.0000,1.0,Data_Processing
2021-11-23,196.97,198.92,194.38,198.49,194.300443889419,14749103,0.0000,1.0,Data_Processing
2021-11-24,198.17,203.95,197.64,203.25,198.959973905609,12026815,0.0000,1.0,Data_Processing
2021-11-26,193.32,199.19,192.55,197.65,193.478173886561,10987553,0.0000,1.0,Data_Processing
2021-11-29,201.0,201.25,195.36,196.29,192.146879596221,14633524,0.0000,1.0,Data_Processing
2021-11-30,195.27,197.66,192.56,193.77,189.68006958765,16022982,0.0000,1.0,Data_Processing
2021-12-01,196.03,196.81,190.1,190.16,186.146266361085,13213371,0.0000,1.0,Data_Processing
2021-12-02,192.0,199.435,191.85,198.29,194.10466531731,13976279,0.0000,1.0,Data_Processing
2021-12-03,198.27,198.47,194.04,196.32,192.176246382038,10660536,0.0000,1.0,Data_Processing
2021-12-06,198.77,204.22,197.74,202.68,198.402004975099,10722095,0.0000,1.0,Data_Processing
2021-12-07,206.0,207.94,205.89,207.37,202.993012491051,11897237,0.0000,1.0,Data_Processing
2021-12-08,207.66,209.48,205.71,208.99,204.578818925133,11749206,0.0000,1.0,Data_Processing
2021-12-09,208.52,212.2,207.17,211.39,206.928161790439,10176774,0.0000,1.0,Data_Processing
2021-12-10,211.9,214.25,210.86,213.4,208.895736440133,8882718,0.0000,1.0,Data_Processing
2021-12-13,212.45,213.32,209.98,211.02,206.565971432037,8844298,0.0000,1.0,Data_Processing
2021-12-14,210.73,213.37,208.45,209.98,205.547922857071,9832274,0.0000,1.0,Data_Processing
2021-12-15,209.4,212.49,207.86,212.31,207.828743222139,10892534,0.0000,1.0,Data_Processing
2021-12-16,215.29,216.27,211.61,214.37,209.84526251486,8548404,0.0000,1.0,Data_Processing
2021-12-17,212.8,213.21,207.79,211.88,207.407819292105,11663037,0.0000,1.0,Data_Processing
2021-12-20,209.09,209.77,206.86,208.74,204.334095709997,9434415,0.0000,1.0,Data_Processing
2021-12-21,210.61,216.16,210.363,215.38,210.83394430401,6993699,0.0000,1.0,Data_Processing
2021-12-22,213.85,218.94,213.85,217.96,213.359487884214,6003398,0.0000,1.0,Data_Processing
2021-12-23,218.44,218.5174,216.62,216.62,212.047771451085,4798217,0.0000,1.0,Data_Processing
2021-12-27,217.68,218.12,214.88,217.63,213.036453240234,4819103,0.0000,1.0,Data_Processing
2021-12-28,216.01,219.73,215.58,218.05,213.447588241663,4283621,0.0000,1.0,Data_Processing
2021-12-29,217.76,218.94,217.33,218.17,213.565055384928,3223215,0.0000,1.0,Data_Processing
2021-12-30,217.97,219.15,217.15,217.87,213.271387526765,3812844,0.0000,1.0,Data_Processing
2021-12-31,216.81,217.98,215.49,216.71,212.135871808534,4645282,0.0000,1.0,Data_Processing
